profile_id,email,phone_number,first_name,last_name,city,region,country,timezone,source,subscriptions,consent_status,email_subscribed,sms_subscribed,created,updated,predicted_clv_1y,predicted_clv_lifetime,churn_risk,predicted_gender,average_days_between_orders,average_order_value,total_revenue,expected_date_of_next_order,historic_clv,historic_number_of_orders,custom_properties
klv_cust7196439534,user357@example.com,+15552675384,Bob,Chen,Toronto,Greater London,Canada,America/New_York,shopify,{},subscribed,True,False,2023-05-27 05:58:53,2024-02-15 03:45:07,39.95,198.76,low,female,74.8,117.19,176.81,2025-12-09 03:18:27,335.75,3,{}
klv_cust9547119184,user358@example.com,+15556105219,Alice,Chen,New York,CA,United Kingdom,America/New_York,social,{},subscribed,False,True,2023-11-25 17:02:26,2024-08-28 09:01:06,61.8,303.07,low,unknown,45.9,92.56,569.12,2025-06-25 00:22:59,556.72,7,{}
klv_cust3667292043,user359@example.com,+15558205429,Carol,Smith,Sydney,ON,United States,America/New_York,shopify,{},subscribed,True,True,2023-11-11 04:48:17,2024-07-13 21:54:24,224.23,758.64,winback,male,61.8,54.4,478.05,2025-05-09 15:23:10,356.72,11,{}
klv_cust4178659381,user360@example.com,+15556456098,Alice,Smith,Sydney,NY,Canada,America/New_York,social,{},subscribed,True,False,2023-10-13 21:08:40,2024-01-22 13:58:31,270.91,1346.81,medium,female,102.9,49.95,718.43,2025-09-08 03:09:26,321.89,5,{}
klv_cust6201313620,user361@example.com,+15552654250,Bob,Kim,Sydney,ON,Canada,America/New_York,shopify,{},subscribed,True,True,2022-07-15 03:24:14,2024-03-27 21:23:56,30.19,125.3,medium,female,93.8,107.19,256.59,2025-12-13 17:09:24,559.37,2,{}
klv_cust3836517266,user362@example.com,+15557473869,David,Patel,Sydney,Greater London,United Kingdom,America/New_York,landing_page,{},subscribed,False,True,2022-10-16 22:10:55,2024-11-15 01:45:48,231.16,1079.74,low,female,30.5,45.95,430.18,2025-04-03 14:00:14,373.5,10,{}
klv_cust1674555072,user363@example.com,+15558212571,Alice,Patel,New York,NSW,United States,America/New_York,landing_page,{},subscribed,False,True,2023-01-04 21:45:17,2025-02-23 03:46:11,129.38,444.8,medium,unknown,102.4,50.21,146.49,2025-09-15 06:55:16,260.61,10,{}
klv_cust1322401182,user364@example.com,+15559992800,Eve,Patel,Sydney,NSW,United Kingdom,America/New_York,landing_page,{},subscribed,True,False,2023-07-20 20:13:59,2024-07-23 19:19:33,323.7,848.06,low,male,33.6,99.01,315.5,2025-11-24 02:22:23,380.48,8,{}
klv_cust5306459450,user365@example.com,+15552036714,David,Patel,New York,ON,United Kingdom,America/New_York,social,{},subscribed,True,False,2023-11-08 22:19:16,2024-05-08 19:27:22,103.19,407.65,medium,male,65.4,105.59,592.4,2025-12-17 08:30:31,204.66,5,{}
klv_cust7845366946,user366@example.com,+15558735822,David,Jones,Toronto,CA,India,America/New_York,social,{},subscribed,True,False,2023-09-01 23:46:42,2025-01-02 18:49:14,312.03,1106.97,low,unknown,82.2,99.51,322.07,2025-12-03 02:04:08,594.13,5,{}
klv_cust2250949136,user367@example.com,+15556423593,David,Patel,London,NY,United Kingdom,America/New_York,landing_page,{},subscribed,True,False,2022-08-19 11:31:15,2025-01-01 09:55:49,83.6,245.95,low,female,71.0,118.01,193.03,2025-10-12 12:10:20,67.44,2,{}
klv_cust6289150149,user368@example.com,+15556453063,David,Smith,Los Angeles,Greater London,United States,America/New_York,landing_page,{},subscribed,True,False,2023-07-20 14:49:08,2024-02-29 10:22:06,57.02,150.79,low,female,86.3,64.48,397.4,2025-07-31 00:51:14,334.23,6,{}
klv_cust8331319481,user369@example.com,+15556859663,David,Smith,Toronto,Greater London,United States,America/New_York,shopify,{},subscribed,True,False,2023-10-16 01:39:04,2024-12-04 13:03:13,130.0,346.77,high,female,108.9,86.45,204.17,2025-12-13 06:30:24,132.77,4,{}
klv_cust2950049698,user370@example.com,+15552124553,Eve,Smith,Sydney,NY,United States,America/New_York,social,{},subscribed,False,True,2023-07-09 10:27:50,2024-06-23 17:55:43,48.62,214.39,high,male,86.9,92.8,782.67,2025-10-04 08:17:34,285.46,12,{}
klv_cust3952295757,user371@example.com,+15555156430,Alice,Chen,Toronto,ON,United States,America/New_York,social,{},subscribed,True,True,2022-08-26 06:14:15,2024-05-09 00:51:37,193.18,823.46,medium,female,88.4,67.62,320.08,2025-09-02 15:42:05,248.71,7,{}
klv_cust9263135031,user372@example.com,+15552460416,Carol,Kim,London,NSW,United States,America/New_York,social,{},subscribed,True,False,2022-12-20 13:26:55,2024-04-07 23:54:49,193.55,719.65,high,female,54.3,53.62,436.55,2025-08-08 22:55:35,63.44,9,{}
klv_cust5010075517,user373@example.com,+15559154995,Carol,Smith,Los Angeles,Greater London,India,America/New_York,shopify,{},subscribed,True,False,2022-04-10 03:40:25,2024-04-22 01:10:59,268.38,1115.63,medium,male,43.9,112.74,251.45,2025-11-29 18:23:53,509.67,6,{}
klv_cust2825957977,user374@example.com,+15555041819,David,Patel,London,ON,Canada,America/New_York,shopify,{},subscribed,True,True,2022-09-04 08:29:03,2024-09-28 02:47:15,125.84,492.66,low,female,114.9,75.61,679.09,2025-04-26 05:19:54,399.3,11,{}
klv_cust3338877621,user375@example.com,+15555801862,Eve,Kim,London,ON,United Kingdom,America/New_York,shopify,{},subscribed,True,True,2022-07-18 01:06:39,2024-09-17 16:42:17,272.04,1338.59,medium,male,56.5,45.78,328.73,2025-09-22 16:07:12,131.71,6,{}
klv_cust3781569954,user376@example.com,+15555492393,David,Jones,London,CA,India,America/New_York,social,{},subscribed,True,False,2022-05-14 21:37:01,2024-10-29 19:41:18,334.34,1482.08,winback,unknown,66.8,104.84,87.77,2025-12-20 21:28:55,507.21,9,{}
klv_cust9196564761,user377@example.com,+15553421326,Eve,Kim,Toronto,CA,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2023-10-23 13:15:02,2024-09-26 05:05:15,147.51,453.22,winback,female,93.2,65.77,225.76,2025-10-08 23:38:50,317.88,8,{}
klv_cust4550353803,user378@example.com,+15557750974,Carol,Kim,Sydney,NSW,United Kingdom,America/New_York,landing_page,{},subscribed,True,False,2023-11-27 05:50:02,2024-04-19 01:37:39,253.2,773.02,winback,unknown,49.8,111.0,784.47,2025-07-13 10:36:56,281.08,9,{}
klv_cust1306702926,user379@example.com,+15551885904,Eve,Patel,Sydney,CA,United States,America/New_York,landing_page,{},subscribed,True,False,2022-04-18 16:16:50,2024-02-14 18:32:46,298.48,760.81,low,male,91.9,54.94,405.84,2025-06-01 11:30:32,368.37,9,{}
klv_cust6534540349,user380@example.com,+15554217140,Bob,Chen,New York,Greater London,United States,America/New_York,shopify,{},subscribed,True,True,2023-12-21 11:39:36,2024-11-13 23:28:55,127.27,452.82,winback,unknown,111.0,81.67,277.66,2025-08-20 00:50:56,243.92,11,{}
klv_cust5829062179,user381@example.com,+15553447111,David,Patel,New York,NY,United States,America/New_York,social,{},subscribed,False,True,2023-01-21 12:12:42,2024-02-26 11:20:27,173.68,832.18,low,female,115.4,100.4,590.14,2025-11-17 02:23:33,398.78,10,{}
klv_cust8252816758,user382@example.com,+15553278204,Eve,Smith,London,Greater London,United States,America/New_York,social,{},subscribed,True,False,2023-04-27 15:40:58,2024-02-22 22:20:32,213.08,570.65,medium,male,116.7,112.82,624.24,2025-07-23 01:26:21,143.85,6,{}
klv_cust8300300577,user383@example.com,+15558694914,David,Smith,London,Greater London,Canada,America/New_York,landing_page,{},subscribed,False,False,2023-08-03 23:56:30,2024-04-13 12:31:19,64.63,260.54,medium,unknown,58.7,50.32,700.04,2025-07-25 07:10:31,472.8,3,{}
klv_cust9343730920,user384@example.com,+15554001482,Bob,Patel,Toronto,Greater London,United Kingdom,America/New_York,shopify,{},subscribed,True,True,2022-09-27 01:09:55,2025-02-28 03:28:15,205.08,575.22,low,unknown,48.1,72.6,589.79,2025-05-15 08:31:30,554.68,6,{}
klv_cust7415801613,user385@example.com,+15555954726,Alice,Chen,Sydney,CA,United States,America/New_York,shopify,{},subscribed,True,True,2023-04-21 00:27:06,2024-12-29 21:37:52,21.4,66.52,low,male,68.5,85.79,61.28,2025-07-05 03:39:17,519.52,6,{}
klv_cust9935429720,user386@example.com,+15553498717,Carol,Smith,Los Angeles,NSW,United States,America/New_York,social,{},subscribed,True,False,2022-07-09 04:53:26,2024-08-13 16:46:41,128.56,504.6,low,unknown,92.4,54.48,620.5,2025-08-28 08:00:28,534.11,8,{}
klv_cust2075321966,user387@example.com,+15557778286,Carol,Jones,New York,ON,United States,America/New_York,landing_page,{},subscribed,True,False,2023-09-14 08:47:07,2024-10-16 03:44:22,303.63,1317.83,low,female,105.7,101.74,64.25,2025-09-09 16:58:36,121.07,8,{}
klv_cust1392245997,user388@example.com,+15559595330,David,Smith,New York,NSW,United Kingdom,America/New_York,social,{},subscribed,True,True,2023-08-03 14:44:28,2024-02-21 20:48:38,240.71,1130.02,high,unknown,66.0,43.22,653.78,2025-11-09 09:28:47,512.01,10,{}
klv_cust5083595988,user389@example.com,+15559227779,David,Chen,Sydney,CA,United States,America/New_York,shopify,{},subscribed,True,True,2023-01-02 15:07:23,2024-10-12 17:50:05,311.42,1479.29,low,female,46.0,98.74,760.55,2025-07-07 05:25:49,326.8,6,{}
klv_cust4248149900,user390@example.com,+15558979828,Alice,Smith,Toronto,NSW,United States,America/New_York,landing_page,{},subscribed,True,True,2022-11-01 22:29:09,2024-02-18 15:14:10,260.3,1007.87,medium,female,51.6,63.0,791.08,2025-09-20 02:44:57,516.33,8,{}
klv_cust8093179263,user391@example.com,+15556207692,David,Patel,Toronto,ON,United States,America/New_York,landing_page,{},subscribed,True,False,2022-10-20 01:16:33,2024-01-31 09:28:56,82.46,403.54,winback,female,52.7,63.52,162.43,2025-07-10 20:02:41,478.5,2,{}
klv_cust9229469952,user392@example.com,+15559114192,Bob,Patel,New York,Greater London,United States,America/New_York,shopify,{},subscribed,True,False,2022-11-19 19:15:27,2024-07-09 13:07:22,182.87,833.56,low,unknown,56.0,86.73,408.6,2025-05-27 06:12:45,453.77,3,{}
klv_cust7808938880,user393@example.com,+15553376340,Carol,Chen,Sydney,NSW,United States,America/New_York,social,{},subscribed,True,True,2023-10-16 10:53:17,2024-12-07 21:35:46,92.7,325.88,high,male,55.2,97.17,563.86,2025-07-21 22:53:03,208.47,5,{}
klv_cust5686850445,user394@example.com,+15559715607,David,Patel,Toronto,NY,United States,America/New_York,social,{},subscribed,True,False,2023-07-31 05:10:13,2025-01-13 09:45:19,194.66,676.19,winback,male,107.5,75.75,109.6,2025-11-04 16:01:00,455.51,12,{}
klv_cust6789448659,user395@example.com,+15555224190,Eve,Patel,London,NY,United States,America/New_York,landing_page,{},subscribed,True,True,2022-12-19 15:28:58,2024-03-05 09:23:48,22.81,72.74,high,female,109.2,74.6,240.82,2025-04-30 11:03:10,582.85,4,{}
klv_cust6726515966,user396@example.com,+15556582482,Carol,Smith,Sydney,Greater London,United Kingdom,America/New_York,social,{},subscribed,True,True,2023-10-20 06:18:02,2024-04-06 15:48:25,216.34,938.08,low,unknown,85.8,97.6,204.41,2025-09-05 18:10:10,362.47,10,{}
klv_cust3878201524,user397@example.com,+15552110974,Alice,Jones,Toronto,Greater London,United Kingdom,America/New_York,landing_page,{},subscribed,True,True,2023-08-26 03:40:13,2024-09-04 10:26:40,54.39,183.42,low,female,81.9,103.0,409.07,2025-04-28 17:12:07,259.36,4,{}
klv_cust4683935600,user398@example.com,+15552933442,David,Chen,Los Angeles,ON,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2023-03-06 19:42:20,2024-11-16 23:52:11,335.5,952.53,low,female,30.9,87.5,709.17,2025-09-22 11:26:42,454.83,2,{}
klv_cust6711463258,user399@example.com,+15552812717,Alice,Smith,Sydney,CA,United Kingdom,America/New_York,landing_page,{},subscribed,True,False,2023-06-10 10:59:41,2024-11-04 11:33:09,246.93,989.79,low,female,113.2,100.98,187.06,2025-08-10 05:51:58,471.65,4,{}
klv_cust8274273035,user400@example.com,+15556604557,Eve,Chen,London,NY,United States,America/New_York,social,{},subscribed,True,False,2022-12-30 05:35:09,2024-05-30 05:07:47,246.99,1012.8,low,male,93.7,70.34,565.37,2025-11-21 05:09:32,520.06,7,{}
klv_cust9354542654,user401@example.com,+15555104156,Eve,Jones,New York,ON,United States,America/New_York,landing_page,{},subscribed,True,True,2022-03-10 19:39:21,2024-08-11 17:11:54,56.82,207.62,medium,male,64.6,38.12,713.52,2025-11-01 22:52:23,475.48,1,{}
klv_cust3362646960,user402@example.com,+15552042203,Alice,Patel,Los Angeles,CA,United Kingdom,America/New_York,social,{},subscribed,False,True,2023-05-12 11:42:18,2024-11-30 12:10:18,85.58,315.92,medium,female,85.2,86.77,357.8,2025-07-14 13:47:18,313.5,9,{}
klv_cust2953462417,user403@example.com,+15552873517,Bob,Jones,London,Greater London,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2023-10-30 02:12:05,2024-12-11 14:58:33,119.19,456.4,medium,unknown,73.1,80.37,473.67,2025-08-17 15:10:32,409.04,6,{}
klv_cust6645808194,user404@example.com,+15552741158,Alice,Patel,New York,NY,Australia,America/New_York,landing_page,{},subscribed,True,False,2023-10-05 09:37:00,2024-10-12 13:11:20,317.48,1439.55,high,female,74.5,42.45,680.18,2025-07-15 19:59:55,198.1,11,{}
klv_cust2388450337,user405@example.com,+15554895370,Eve,Smith,New York,Greater London,United States,America/New_York,shopify,{},subscribed,True,True,2022-07-24 01:52:17,2024-01-01 03:32:02,321.85,1233.33,low,female,68.6,94.96,747.05,2025-05-15 23:34:22,136.09,12,{}
klv_cust5243939720,user406@example.com,+15552168254,Eve,Smith,New York,ON,United Kingdom,America/New_York,landing_page,{},subscribed,True,False,2023-05-14 10:01:56,2024-10-07 10:44:06,341.9,999.39,low,unknown,65.5,109.49,82.05,2025-04-22 03:28:29,585.96,5,{}
klv_cust7625389037,user407@example.com,+15553323217,Bob,Jones,Sydney,NSW,India,America/New_York,social,{},subscribed,True,True,2023-11-28 14:14:37,2025-02-06 20:48:07,321.28,1384.71,high,female,42.2,51.26,405.98,2025-05-21 18:02:45,188.85,12,{}
klv_cust2774884818,user408@example.com,+15553197633,Eve,Kim,Toronto,NY,United States,America/New_York,shopify,{},subscribed,True,False,2023-11-04 08:47:28,2024-08-29 21:32:24,223.19,780.67,low,female,43.7,54.13,259.97,2025-05-22 11:56:06,189.21,1,{}
klv_cust8543865915,user409@example.com,+15554964728,Carol,Chen,New York,NSW,United States,America/New_York,landing_page,{},subscribed,True,True,2022-09-18 11:54:23,2024-08-30 18:54:27,337.2,1297.69,medium,unknown,39.0,93.62,407.56,2025-10-25 18:05:51,219.25,4,{}
klv_cust7981077394,user410@example.com,+15555500736,Eve,Patel,Toronto,NSW,United Kingdom,America/New_York,social,{},subscribed,False,False,2023-01-09 09:27:38,2024-10-07 08:16:42,99.53,280.25,low,female,50.6,114.25,559.75,2025-04-21 10:36:24,590.7,7,{}
klv_cust4264134512,user411@example.com,+15554411111,Bob,Patel,Toronto,ON,United Kingdom,America/New_York,social,{},subscribed,True,True,2022-12-12 07:23:00,2025-02-06 14:26:50,176.54,503.9,high,female,92.9,73.08,273.64,2025-04-25 12:39:57,391.55,3,{}
klv_cust6169243284,user412@example.com,+15553847149,Eve,Kim,Toronto,NSW,United States,America/New_York,social,{},subscribed,True,True,2022-03-08 05:02:14,2024-02-22 01:42:00,253.66,1149.02,medium,unknown,84.6,49.16,244.79,2025-08-15 17:24:24,454.63,3,{}
klv_cust3358880404,user413@example.com,+15559299806,Eve,Jones,Toronto,CA,United States,America/New_York,social,{},subscribed,True,True,2022-02-04 12:35:21,2024-06-24 15:22:32,61.6,207.99,medium,unknown,62.2,45.43,553.94,2025-04-16 02:33:31,215.84,10,{}
klv_cust9279291478,user414@example.com,+15551508446,David,Chen,Toronto,Greater London,United Kingdom,America/New_York,shopify,{},subscribed,True,True,2023-03-20 19:08:15,2024-11-27 21:29:21,88.47,302.78,medium,unknown,109.5,106.86,216.45,2025-11-02 22:54:06,362.38,8,{}
klv_cust8293928340,user415@example.com,+15557099008,David,Kim,Los Angeles,CA,United States,America/New_York,landing_page,{},subscribed,True,True,2022-04-05 22:50:45,2024-12-28 16:37:24,302.64,902.62,low,female,57.8,89.43,140.83,2025-09-04 13:34:59,50.54,3,{}
klv_cust1521521078,user416@example.com,+15558944059,Bob,Kim,Toronto,ON,United Kingdom,America/New_York,shopify,{},subscribed,False,True,2022-02-15 07:50:25,2024-11-13 22:35:44,281.02,713.58,medium,male,93.5,49.46,526.69,2025-08-17 16:53:52,370.25,9,{}
klv_cust5975196341,user417@example.com,+15554447083,Bob,Kim,Los Angeles,CA,Australia,America/New_York,social,{},subscribed,True,True,2023-07-02 16:58:10,2024-12-03 23:46:20,258.03,714.58,low,male,64.6,61.4,164.39,2025-08-28 14:37:04,279.43,11,{}
klv_cust3365835550,user418@example.com,+15557615259,David,Smith,Toronto,NSW,United Kingdom,America/New_York,social,{},subscribed,True,True,2022-01-20 18:21:46,2024-12-01 07:28:08,170.17,548.77,medium,male,90.3,56.67,593.06,2025-09-03 00:44:35,298.66,10,{}
klv_cust7666869046,user419@example.com,+15556411430,David,Jones,Toronto,NY,United States,America/New_York,social,{},subscribed,True,False,2022-09-23 11:27:10,2024-10-01 18:16:39,313.03,1562.75,low,female,57.8,119.15,189.17,2025-04-27 02:57:22,558.63,6,{}
klv_cust1400330495,user420@example.com,+15559649612,Alice,Chen,New York,CA,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2022-12-16 02:59:20,2024-06-07 14:28:23,67.07,269.11,medium,male,99.5,94.27,151.4,2025-07-03 00:19:50,358.59,2,{}
klv_cust4921003983,user421@example.com,+15553606872,Alice,Kim,Sydney,NSW,United States,America/New_York,landing_page,{},subscribed,True,True,2022-07-10 14:12:56,2024-06-15 16:24:36,191.66,483.65,low,unknown,81.9,81.4,352.23,2025-08-31 09:24:58,122.99,11,{}
klv_cust4574027737,user422@example.com,+15554288701,David,Patel,Sydney,NY,United States,America/New_York,social,{},subscribed,True,True,2023-07-13 12:14:05,2024-08-27 06:50:26,289.48,1046.31,low,unknown,89.3,81.84,337.16,2025-06-29 22:26:38,127.06,10,{}
klv_cust8372755146,user423@example.com,+15556531618,David,Chen,Los Angeles,NY,United Kingdom,America/New_York,landing_page,{},subscribed,True,True,2023-08-19 23:06:05,2024-09-17 15:54:02,232.9,728.85,medium,female,38.4,75.94,424.61,2025-05-11 18:55:43,273.59,9,{}
klv_cust6469318275,user424@example.com,+15556590860,Alice,Jones,Sydney,ON,United States,America/New_York,landing_page,{},subscribed,False,False,2023-01-20 10:18:11,2024-05-18 17:41:09,21.15,78.0,high,male,107.8,47.48,713.03,2025-05-20 07:28:46,401.21,2,{}
klv_cust8880079328,user425@example.com,+15553805678,David,Kim,Toronto,NY,United Kingdom,America/New_York,social,{},subscribed,True,False,2023-06-02 01:12:02,2024-08-26 03:35:51,234.55,861.73,low,unknown,94.3,44.65,254.03,2025-11-19 12:45:53,176.37,3,{}
klv_cust9505085936,user426@example.com,+15554448599,David,Kim,Los Angeles,Greater London,India,America/New_York,shopify,{},subscribed,True,False,2023-03-07 15:57:31,2025-01-15 22:06:46,186.64,567.48,low,female,96.6,38.27,137.73,2025-11-16 17:28:23,540.63,4,{}
klv_cust6341783555,user427@example.com,+15553091977,Bob,Kim,Toronto,CA,United Kingdom,America/New_York,landing_page,{},subscribed,True,True,2022-03-15 11:59:24,2024-05-30 20:19:04,120.45,515.45,low,male,43.8,40.88,749.09,2025-08-02 00:26:17,223.9,11,{}
klv_cust3367665472,user428@example.com,+15559349941,Carol,Kim,Toronto,NY,United States,America/New_York,social,{},subscribed,True,False,2023-09-15 23:57:45,2024-01-11 19:17:53,147.51,595.74,low,female,119.4,65.39,736.18,2025-09-06 07:15:14,400.34,6,{}
klv_cust2647489402,user429@example.com,+15555379996,Eve,Chen,New York,Greater London,United Kingdom,America/New_York,shopify,{},subscribed,True,True,2022-08-30 12:20:51,2024-07-13 23:35:10,177.14,682.08,medium,unknown,99.3,79.99,52.52,2025-04-04 21:37:25,51.67,11,{}
klv_cust4776677517,user430@example.com,+15553443601,Carol,Patel,New York,NY,United Kingdom,America/New_York,social,{},subscribed,True,True,2022-10-11 12:45:59,2024-07-05 20:59:13,333.26,1049.82,medium,male,40.0,80.95,496.34,2025-10-01 08:56:52,74.13,7,{}
klv_cust4710967433,user431@example.com,+15553811054,Eve,Patel,Los Angeles,ON,United States,America/New_York,social,{},subscribed,True,False,2022-09-16 00:17:38,2025-01-01 08:08:06,276.63,1214.31,low,female,48.2,62.09,507.38,2025-12-11 23:16:57,426.53,9,{}
klv_cust7077131430,user432@example.com,+15554386040,Alice,Jones,New York,NY,United Kingdom,America/New_York,shopify,{},subscribed,False,True,2023-04-18 08:27:37,2024-09-05 19:45:30,93.19,267.04,low,unknown,30.3,82.47,109.73,2025-12-03 09:43:24,225.53,6,{}
klv_cust7475684019,user433@example.com,+15556779189,Alice,Smith,New York,Greater London,United States,America/New_York,landing_page,{},subscribed,True,True,2022-10-30 06:19:45,2024-06-11 20:14:14,122.17,546.55,low,male,115.0,72.24,245.01,2025-12-27 00:29:17,67.54,3,{}
klv_cust4524233168,user434@example.com,+15557519883,Bob,Smith,New York,CA,Australia,America/New_York,landing_page,{},subscribed,True,True,2023-01-11 01:46:34,2024-07-14 09:40:46,148.8,506.7,high,female,57.2,118.77,305.23,2025-12-14 20:40:01,410.59,9,{}
klv_cust5933179746,user435@example.com,+15556360154,Bob,Patel,Los Angeles,CA,United States,America/New_York,landing_page,{},subscribed,True,False,2023-08-08 18:48:42,2024-01-23 15:02:57,189.26,917.91,medium,female,107.3,91.21,547.49,2025-09-21 03:18:49,182.78,2,{}
klv_cust7608153267,user436@example.com,+15553259267,Bob,Smith,London,CA,United Kingdom,America/New_York,shopify,{},subscribed,True,True,2022-08-28 02:54:28,2024-06-27 01:30:41,256.77,697.6,winback,unknown,32.5,115.33,50.32,2025-08-11 06:37:33,121.61,9,{}
klv_cust6777263354,user437@example.com,+15551678929,Bob,Patel,New York,Greater London,Canada,America/New_York,landing_page,{},subscribed,True,True,2022-11-25 05:16:51,2024-03-09 16:58:08,103.11,347.12,low,male,82.2,47.11,546.51,2025-06-20 06:54:17,155.24,8,{}
klv_cust7628981661,user438@example.com,+15551832355,David,Smith,Sydney,ON,United States,America/New_York,social,{},subscribed,True,False,2023-06-08 07:02:10,2024-04-19 15:19:26,31.17,151.9,high,female,33.6,50.83,158.45,2025-10-13 22:53:58,398.97,3,{}
klv_cust3995732958,user439@example.com,+15555305224,Alice,Smith,London,NSW,United States,America/New_York,shopify,{},subscribed,True,False,2022-02-21 16:38:41,2024-11-18 07:24:54,101.78,391.61,medium,unknown,64.9,46.09,758.99,2025-07-24 09:18:33,379.03,11,{}
klv_cust7750819485,user440@example.com,+15556270316,Bob,Kim,New York,Greater London,United States,America/New_York,social,{},subscribed,True,False,2022-09-18 00:11:04,2025-01-10 03:49:31,159.12,631.01,low,female,71.8,40.78,547.13,2025-10-14 22:48:43,248.6,3,{}
klv_cust8625905455,user441@example.com,+15553890283,David,Smith,Sydney,NY,Canada,America/New_York,shopify,{},subscribed,True,False,2022-11-05 21:19:42,2024-11-04 09:00:40,47.77,232.84,medium,unknown,79.1,57.44,771.04,2025-08-24 09:26:08,222.13,5,{}
klv_cust5482431018,user442@example.com,+15552833493,Carol,Chen,Sydney,NSW,United States,America/New_York,shopify,{},subscribed,True,False,2023-10-29 03:13:40,2024-07-24 17:26:20,235.32,822.19,winback,female,89.5,73.37,756.56,2025-11-08 13:56:01,261.28,8,{}
klv_cust8493451569,user443@example.com,+15553659039,Eve,Patel,Sydney,ON,United States,America/New_York,shopify,{},subscribed,True,False,2023-02-21 19:24:52,2024-01-29 08:42:26,99.37,383.85,low,male,78.3,116.74,364.72,2025-09-10 19:05:28,101.04,9,{}
klv_cust8779941999,user444@example.com,+15552799827,David,Smith,Sydney,Greater London,Australia,America/New_York,landing_page,{},subscribed,True,True,2022-06-11 22:19:28,2024-10-26 14:22:15,135.83,478.53,low,male,70.6,71.86,624.31,2025-12-18 21:12:38,273.53,12,{}
klv_cust5212581851,user445@example.com,+15554718752,David,Chen,London,NY,United Kingdom,America/New_York,shopify,{},subscribed,False,False,2022-05-28 07:50:59,2024-10-06 14:27:05,320.33,1315.32,medium,unknown,54.1,56.18,108.04,2025-06-21 20:26:38,520.39,2,{}
klv_cust1158998032,user446@example.com,+15552371400,David,Patel,New York,Greater London,Canada,America/New_York,social,{},subscribed,True,False,2022-09-09 15:55:39,2024-04-17 22:13:38,339.13,1271.61,medium,male,39.8,108.43,355.19,2025-06-01 05:33:16,265.33,4,{}
klv_cust7829772942,user447@example.com,+15557256005,Carol,Smith,Toronto,Greater London,United States,America/New_York,landing_page,{},subscribed,True,True,2023-03-09 12:31:33,2024-04-19 14:19:13,165.76,777.26,low,unknown,84.0,51.74,295.03,2025-07-20 17:51:36,340.04,9,{}
klv_cust4735334423,user448@example.com,+15556047323,David,Smith,London,NSW,United States,America/New_York,social,{},subscribed,True,False,2023-06-02 16:56:12,2024-04-26 23:07:11,43.25,202.44,medium,female,32.9,114.4,135.9,2025-06-22 08:07:18,492.67,1,{}
klv_cust2891100776,user449@example.com,+15558966252,Eve,Kim,New York,NSW,United Kingdom,America/New_York,social,{},subscribed,True,False,2022-12-28 16:15:01,2024-07-13 22:45:08,341.34,886.89,medium,female,31.9,89.98,698.14,2025-11-22 22:15:35,132.11,12,{}
klv_cust2962491159,user450@example.com,+15557212321,Carol,Kim,Toronto,ON,India,America/New_York,landing_page,{},subscribed,True,False,2022-10-04 02:56:09,2024-12-19 01:45:45,183.44,915.42,low,female,112.8,58.37,708.85,2025-05-31 05:44:18,530.1,2,{}
klv_cust4102872611,user451@example.com,+15551202963,David,Chen,London,NY,United States,America/New_York,social,{},subscribed,True,True,2023-03-09 23:08:02,2024-08-17 18:01:50,154.94,648.45,low,unknown,63.5,117.91,316.88,2025-08-10 15:19:15,99.01,7,{}
klv_cust1662976399,user452@example.com,+15553278629,Bob,Jones,Sydney,NSW,United Kingdom,America/New_York,shopify,{},subscribed,True,False,2023-11-21 10:11:29,2024-07-18 13:45:41,345.42,1661.57,medium,male,34.6,94.57,54.42,2025-10-18 01:39:44,104.84,10,{}
klv_cust9457665185,user453@example.com,+15559459499,Carol,Chen,Los Angeles,ON,Australia,America/New_York,shopify,{},subscribed,True,False,2023-02-13 02:33:26,2024-11-14 01:23:49,206.45,721.22,medium,male,48.6,115.42,583.04,2025-10-02 12:54:35,594.34,8,{}
klv_cust8270110908,user454@example.com,+15554182414,Carol,Chen,Toronto,ON,United States,America/New_York,shopify,{},subscribed,True,True,2022-11-12 10:02:36,2025-01-07 05:37:37,242.21,730.02,medium,female,110.8,112.75,539.74,2025-11-22 21:09:46,489.47,6,{}
klv_cust3791027186,user455@example.com,+15558870371,David,Smith,London,NSW,India,America/New_York,social,{},subscribed,False,False,2023-12-08 12:18:41,2024-03-10 20:33:16,181.1,516.82,low,male,102.0,49.83,165.84,2025-04-13 05:25:33,545.98,6,{}
klv_cust8953271391,user456@example.com,+15556892524,Carol,Smith,Toronto,NY,United States,America/New_York,social,{},subscribed,True,False,2023-03-22 04:31:00,2024-07-30 22:16:28,36.57,111.66,medium,female,36.8,75.45,275.28,2025-08-09 16:05:28,217.07,2,{}
klv_cust8556573246,user457@example.com,+15552804380,Eve,Patel,Sydney,Greater London,India,America/New_York,social,{},subscribed,True,True,2023-11-28 09:41:34,2025-01-30 11:11:34,346.72,1443.63,medium,unknown,91.0,59.69,661.49,2025-06-15 09:56:04,345.67,7,{}
