id,name,email,phone,customer_id,financial_status,fulfillment_status,currency,total_price,subtotal_price,total_discounts,total_tax,total_shipping,total_refunds,net_payment,billing_address,shipping_address,shipping_country,shipping_country_code,line_items,discount_codes,refunds,fulfillments,transactions,tags,note,source_name,landing_site,referring_site,utm_source,utm_medium,utm_campaign,utm_content,utm_term,cancelled_at,cancel_reason,closed_at,processed_at,created_at,updated_at,customer_orders_count,customer_total_spent
5000646,#ORD5000646,user256@example.com,,cust8531118333,paid,fulfilled,USD,26.04,17.99,0.0,1.44,6.61,0.0,26.04,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,email,camp_12,,,,,2024-01-16 04:34:46,2024-01-16 04:34:46,2024-01-16 04:34:46,2024-01-16 04:34:46,3,62.5
5000647,#ORD5000647,user256@example.com,,cust8531118333,paid,fulfilled,USD,108.46,93.97,0.0,7.52,6.97,0.0,108.46,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,organic,camp_15,,,,,2024-07-16 16:03:16,2024-07-16 16:03:16,2024-07-16 16:03:16,2024-07-16 16:03:16,4,347.07
5000648,#ORD5000648,user256@example.com,,cust8531118333,pending,fulfilled,USD,144.91,135.94,13.59,9.79,12.77,0.0,144.91,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,cpc,camp_3,,,,,2024-12-04 05:15:25,2024-12-04 05:15:25,2024-12-04 05:15:25,2024-12-04 05:15:25,5,579.64
5000649,#ORD5000649,user257@example.com,,cust6242173772,paid,fulfilled,USD,18.35,16.99,0.0,1.36,0.0,0.0,18.35,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,cpc,camp_12,,,,,2024-11-16 18:11:47,2024-11-16 18:11:47,2024-11-16 18:11:47,2024-11-16 18:11:47,1,14.68
5000650,#ORD5000650,user258@example.com,,cust6237376063,paid,fulfilled,USD,66.12,51.96,0.0,4.16,10.0,0.0,66.12,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,,camp_7,,,,,2023-04-16 03:34:56,2023-04-16 03:34:56,2023-04-16 03:34:56,2023-04-16 03:34:56,1,52.9
5000651,#ORD5000651,user258@example.com,,cust6237376063,paid,fulfilled,USD,82.03,75.95,0.0,6.08,0.0,0.0,82.03,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,organic,camp_4,,,,,2023-07-08 01:42:17,2023-07-08 01:42:17,2023-07-08 01:42:17,2023-07-08 01:42:17,2,131.25
5000652,#ORD5000652,user259@example.com,,cust7166868574,pending,fulfilled,USD,25.19,14.99,0.0,1.2,9.0,0.0,25.19,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,organic,camp_17,,,,,2023-01-04 22:02:25,2023-01-04 22:02:25,2023-01-04 22:02:25,2023-01-04 22:02:25,1,20.15
5000653,#ORD5000653,user259@example.com,,cust7166868574,paid,fulfilled,USD,61.83,51.97,5.2,3.74,11.32,0.0,61.83,{},{},IN,IN,[],[],[],[],[],,,web,/collections/all,https://google.com,google,cpc,camp_11,,,,,2024-10-23 22:17:57,2024-10-23 22:17:57,2024-10-23 22:17:57,2024-10-23 22:17:57,2,98.93
5000654,#ORD5000654,user260@example.com,,cust5419627962,paid,fulfilled,USD,36.7,33.98,0.0,2.72,0.0,0.0,36.7,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://email.com,email,,camp_10,,,,,2023-01-19 13:05:32,2023-01-19 13:05:32,2023-01-19 13:05:32,2023-01-19 13:05:32,1,29.36
5000655,#ORD5000655,user260@example.com,,cust5419627962,paid,fulfilled,USD,62.07,51.97,0.0,4.16,5.94,0.0,62.07,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,cpc,camp_3,,,,,2023-07-23 06:00:59,2023-07-23 06:00:59,2023-07-23 06:00:59,2023-07-23 06:00:59,2,99.31
5000656,#ORD5000656,user260@example.com,,cust5419627962,paid,fulfilled,USD,100.49,85.96,0.0,6.88,7.65,0.0,100.49,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://email.com,email,,camp_2,,,,,2024-07-03 14:18:23,2024-07-03 14:18:23,2024-07-03 14:18:23,2024-07-03 14:18:23,3,241.18
5000657,#ORD5000657,user260@example.com,,cust5419627962,paid,fulfilled,USD,26.34,15.99,0.0,1.28,9.07,0.0,26.34,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,organic,camp_2,,,,,2024-11-17 11:55:02,2024-11-17 11:55:02,2024-11-17 11:55:02,2024-11-17 11:55:02,4,84.29
5000658,#ORD5000658,user260@example.com,,cust5419627962,paid,fulfilled,USD,75.55,69.95,0.0,5.6,0.0,0.0,75.55,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,,camp_13,,,,,2025-01-17 19:33:03,2025-01-17 19:33:03,2025-01-17 19:33:03,2025-01-17 19:33:03,5,302.2
5000659,#ORD5000659,user261@example.com,,cust1116402431,paid,fulfilled,USD,86.76,72.97,0.0,5.84,7.95,0.0,86.76,{},{},CA,CA,[],[],[],[],[],,,web,/collections/all,https://google.com,google,email,camp_12,,,,,2024-11-10 16:18:19,2024-11-10 16:18:19,2024-11-10 16:18:19,2024-11-10 16:18:19,1,69.41
5000660,#ORD5000660,user262@example.com,,cust8055556030,paid,fulfilled,USD,77.73,71.97,0.0,5.76,0.0,0.0,77.73,{},{},AU,AU,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,social,camp_6,,,,,2023-06-17 18:43:05,2023-06-17 18:43:05,2023-06-17 18:43:05,2023-06-17 18:43:05,1,62.18
5000661,#ORD5000661,user263@example.com,,cust2982979741,paid,fulfilled,USD,83.3,65.96,0.0,5.28,12.06,0.0,83.3,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,organic,camp_18,,,,,2023-05-09 03:18:05,2023-05-09 03:18:05,2023-05-09 03:18:05,2023-05-09 03:18:05,1,66.64
5000662,#ORD5000662,user263@example.com,,cust2982979741,paid,fulfilled,USD,75.57,69.97,0.0,5.6,0.0,0.0,75.57,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,organic,camp_1,,,,,2024-02-16 17:59:37,2024-02-16 17:59:37,2024-02-16 17:59:37,2024-02-16 17:59:37,2,120.91
5000663,#ORD5000663,user264@example.com,,cust5510938155,paid,fulfilled,USD,64.53,48.97,0.0,3.92,11.64,0.0,64.53,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,social,camp_4,,,,,2023-07-08 01:38:16,2023-07-08 01:38:16,2023-07-08 01:38:16,2023-07-08 01:38:16,1,51.62
5000664,#ORD5000664,user264@example.com,,cust5510938155,paid,fulfilled,USD,63.68,58.96,0.0,4.72,0.0,0.0,63.68,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,social,camp_2,,,,,2024-03-13 00:17:32,2024-03-13 00:17:32,2024-03-13 00:17:32,2024-03-13 00:17:32,2,101.89
5000665,#ORD5000665,user264@example.com,,cust5510938155,paid,fulfilled,USD,79.45,64.96,0.0,5.2,9.29,0.0,79.45,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,organic,camp_10,,,,,2025-01-24 17:31:36,2025-01-24 17:31:36,2025-01-24 17:31:36,2025-01-24 17:31:36,3,190.68
5000666,#ORD5000666,user265@example.com,,cust6923206003,paid,fulfilled,USD,81.11,68.95,0.0,5.52,6.64,0.0,81.11,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://email.com,email,organic,camp_20,,,,,2023-08-23 15:29:57,2023-08-23 15:29:57,2023-08-23 15:29:57,2023-08-23 15:29:57,1,64.89
5000667,#ORD5000667,user265@example.com,,cust6923206003,paid,fulfilled,USD,53.97,49.97,0.0,4.0,0.0,0.0,53.97,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,,camp_2,,,,,2024-03-25 18:24:52,2024-03-25 18:24:52,2024-03-25 18:24:52,2024-03-25 18:24:52,2,86.35
5000668,#ORD5000668,user266@example.com,,cust6204041308,paid,fulfilled,USD,39.85,27.98,0.0,2.24,9.63,0.0,39.85,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,organic,camp_14,,,,,2023-10-29 06:53:00,2023-10-29 06:53:00,2023-10-29 06:53:00,2023-10-29 06:53:00,1,31.88
5000669,#ORD5000669,user266@example.com,,cust6204041308,paid,fulfilled,USD,78.79,72.95,0.0,5.84,0.0,0.0,78.79,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,social,camp_2,,,,,2023-12-11 23:48:01,2023-12-11 23:48:01,2023-12-11 23:48:01,2023-12-11 23:48:01,2,126.06
5000670,#ORD5000670,user266@example.com,,cust6204041308,paid,fulfilled,USD,41.35,32.98,0.0,2.64,5.73,0.0,41.35,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,email,camp_4,,,,,2024-07-21 13:46:31,2024-07-21 13:46:31,2024-07-21 13:46:31,2024-07-21 13:46:31,3,99.24
5000671,#ORD5000671,user266@example.com,,cust6204041308,paid,fulfilled,USD,19.43,17.99,0.0,1.44,0.0,0.0,19.43,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://email.com,email,,camp_1,,,,,2025-02-16 20:41:01,2025-02-16 20:41:01,2025-02-16 20:41:01,2025-02-16 20:41:01,4,62.18
5000672,#ORD5000672,user267@example.com,,cust6698759353,paid,fulfilled,USD,82.86,64.96,0.0,5.2,12.7,0.0,82.86,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,cpc,camp_4,,,,,2023-02-10 15:32:36,2023-02-10 15:32:36,2023-02-10 15:32:36,2023-02-10 15:32:36,1,66.29
5000673,#ORD5000673,user267@example.com,,cust6698759353,paid,fulfilled,USD,132.79,122.95,0.0,9.84,0.0,0.0,132.79,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,social,camp_12,,,,,2023-03-22 20:31:50,2023-03-22 20:31:50,2023-03-22 20:31:50,2023-03-22 20:31:50,2,212.46
5000674,#ORD5000674,user267@example.com,,cust6698759353,paid,fulfilled,USD,53.76,37.98,0.0,3.04,12.74,0.0,53.76,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,cpc,camp_7,,,,,2023-08-29 20:49:31,2023-08-29 20:49:31,2023-08-29 20:49:31,2023-08-29 20:49:31,3,129.02
5000675,#ORD5000675,user268@example.com,,cust6923301988,paid,fulfilled,USD,57.79,52.96,5.3,3.81,6.32,0.0,57.79,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,organic,camp_2,,,,,2023-08-13 22:55:40,2023-08-13 22:55:40,2023-08-13 22:55:40,2023-08-13 22:55:40,1,46.23
5000676,#ORD5000676,user269@example.com,,cust8868054898,paid,fulfilled,USD,59.93,49.97,0.0,4.0,5.96,0.0,59.93,{},{},AU,AU,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_11,,,,,2023-05-01 00:31:52,2023-05-01 00:31:52,2023-05-01 00:31:52,2023-05-01 00:31:52,1,47.94
5000677,#ORD5000677,user269@example.com,,cust8868054898,paid,fulfilled,USD,56.75,45.97,0.0,3.68,7.1,0.0,56.75,{},{},AU,AU,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,cpc,camp_5,,,,,2023-11-18 16:02:04,2023-11-18 16:02:04,2023-11-18 16:02:04,2023-11-18 16:02:04,2,90.8
5000678,#ORD5000678,user269@example.com,,cust8868054898,paid,fulfilled,USD,86.38,79.98,0.0,6.4,0.0,0.0,86.38,{},{},AU,AU,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,email,camp_12,,,,,2024-08-25 07:55:56,2024-08-25 07:55:56,2024-08-25 07:55:56,2024-08-25 07:55:56,3,207.31
5000679,#ORD5000679,user270@example.com,,cust5646751885,paid,fulfilled,USD,40.16,27.98,0.0,2.24,9.94,0.0,40.16,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,social,camp_6,,,,,2023-05-07 01:36:55,2023-05-07 01:36:55,2023-05-07 01:36:55,2023-05-07 01:36:55,1,32.13
5000680,#ORD5000680,user270@example.com,,cust5646751885,paid,fulfilled,USD,33.09,27.98,2.8,2.01,5.9,0.0,33.09,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,email,camp_9,,,,,2024-03-22 16:35:10,2024-03-22 16:35:10,2024-03-22 16:35:10,2024-03-22 16:35:10,2,52.94
5000681,#ORD5000681,user270@example.com,,cust5646751885,paid,fulfilled,USD,43.53,37.98,3.8,2.73,6.62,0.0,43.53,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://google.com,google,organic,camp_9,,,,,2024-04-12 14:37:01,2024-04-12 14:37:01,2024-04-12 14:37:01,2024-04-12 14:37:01,3,104.47
5000682,#ORD5000682,user270@example.com,,cust5646751885,paid,fulfilled,USD,101.1,97.95,9.8,7.05,5.9,0.0,101.1,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://google.com,google,organic,camp_7,,,,,2024-11-14 23:35:16,2024-11-14 23:35:16,2024-11-14 23:35:16,2024-11-14 23:35:16,4,323.52
5000683,#ORD5000683,user270@example.com,,cust5646751885,paid,fulfilled,USD,16.19,14.99,0.0,1.2,0.0,0.0,16.19,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,,camp_3,,,,,2024-11-20 09:51:53,2024-11-20 09:51:53,2024-11-20 09:51:53,2024-11-20 09:51:53,5,64.76
5000684,#ORD5000684,user271@example.com,,cust9673185158,paid,fulfilled,USD,39.61,30.98,0.0,2.48,6.15,0.0,39.61,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,,camp_5,,,,,2023-07-21 18:17:07,2023-07-21 18:17:07,2023-07-21 18:17:07,2023-07-21 18:17:07,1,31.69
5000685,#ORD5000685,user271@example.com,,cust9673185158,paid,fulfilled,USD,28.06,25.98,0.0,2.08,0.0,0.0,28.06,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,,camp_12,,,,,2024-03-27 16:40:19,2024-03-27 16:40:19,2024-03-27 16:40:19,2024-03-27 16:40:19,2,44.9
5000686,#ORD5000686,user271@example.com,,cust9673185158,paid,fulfilled,USD,98.64,85.94,0.0,6.88,5.82,0.0,98.64,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://google.com,google,email,camp_16,,,,,2024-05-07 17:47:21,2024-05-07 17:47:21,2024-05-07 17:47:21,2024-05-07 17:47:21,3,236.74
5000687,#ORD5000687,user272@example.com,,cust3316787198,paid,fulfilled,USD,79.87,73.95,0.0,5.92,0.0,0.0,79.87,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,,camp_12,,,,,2023-06-11 21:49:05,2023-06-11 21:49:05,2023-06-11 21:49:05,2023-06-11 21:49:05,1,63.9
5000688,#ORD5000688,user272@example.com,,cust3316787198,paid,fulfilled,USD,49.7,38.97,0.0,3.12,7.61,0.0,49.7,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,social,camp_2,,,,,2023-06-13 09:37:33,2023-06-13 09:37:33,2023-06-13 09:37:33,2023-06-13 09:37:33,2,79.52
5000689,#ORD5000689,user272@example.com,,cust3316787198,refunded,fulfilled,USD,48.54,34.98,0.0,2.8,10.76,0.0,48.54,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,organic,camp_6,,,,,2023-12-14 14:35:01,2023-12-14 14:35:01,2023-12-14 14:35:01,2023-12-14 14:35:01,3,116.5
5000690,#ORD5000690,user272@example.com,,cust3316787198,paid,fulfilled,USD,57.76,52.98,5.3,3.81,6.27,0.0,57.76,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,cpc,camp_6,,,,,2024-01-12 02:07:28,2024-01-12 02:07:28,2024-01-12 02:07:28,2024-01-12 02:07:28,4,184.83
5000691,#ORD5000691,user272@example.com,,cust3316787198,paid,fulfilled,USD,46.28,32.98,0.0,2.64,10.66,0.0,46.28,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,email,camp_11,,,,,2024-03-27 10:22:50,2024-03-27 10:22:50,2024-03-27 10:22:50,2024-03-27 10:22:50,5,185.12
5000692,#ORD5000692,user272@example.com,,cust3316787198,paid,fulfilled,USD,50.84,41.97,0.0,3.36,5.51,0.0,50.84,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_5,,,,,2024-10-22 16:01:54,2024-10-22 16:01:54,2024-10-22 16:01:54,2024-10-22 16:01:54,6,244.03
5000693,#ORD5000693,user273@example.com,,cust2503068227,paid,fulfilled,USD,21.89,13.99,0.0,1.12,6.78,0.0,21.89,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,email,camp_16,,,,,2024-05-26 12:41:14,2024-05-26 12:41:14,2024-05-26 12:41:14,2024-05-26 12:41:14,1,17.51
5000694,#ORD5000694,user274@example.com,,cust3792347639,paid,fulfilled,USD,21.73,11.99,1.2,0.86,10.08,0.0,21.73,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,email,camp_2,,,,,2024-06-24 23:10:20,2024-06-24 23:10:20,2024-06-24 23:10:20,2024-06-24 23:10:20,1,17.38
5000695,#ORD5000695,user275@example.com,,cust3799264931,paid,fulfilled,USD,15.11,13.99,0.0,1.12,0.0,0.0,15.11,{},{},CA,CA,[],[],[],[],[],,,web,/collections/all,https://email.com,email,email,camp_2,,,,,2025-01-08 13:05:30,2025-01-08 13:05:30,2025-01-08 13:05:30,2025-01-08 13:05:30,1,12.09
5000696,#ORD5000696,user276@example.com,,cust4239406957,paid,fulfilled,USD,79.48,61.96,0.0,4.96,12.56,0.0,79.48,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,email,camp_13,,,,,2024-01-23 05:30:05,2024-01-23 05:30:05,2024-01-23 05:30:05,2024-01-23 05:30:05,1,63.58
5000697,#ORD5000697,user276@example.com,,cust4239406957,paid,fulfilled,USD,50.6,39.99,4.0,2.88,11.73,0.0,50.6,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,,camp_18,,,,,2025-03-24 13:47:32,2025-03-24 13:47:32,2025-03-24 13:47:32,2025-03-24 13:47:32,2,80.96
5000698,#ORD5000698,user277@example.com,,cust5078551333,paid,fulfilled,USD,72.23,54.97,0.0,4.4,12.86,0.0,72.23,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,email,camp_12,,,,,2023-01-05 20:04:44,2023-01-05 20:04:44,2023-01-05 20:04:44,2023-01-05 20:04:44,1,57.78
5000699,#ORD5000699,user277@example.com,,cust5078551333,paid,fulfilled,USD,81.1,71.97,7.2,5.18,11.15,0.0,81.1,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,email,camp_7,,,,,2024-01-18 16:40:58,2024-01-18 16:40:58,2024-01-18 16:40:58,2024-01-18 16:40:58,2,129.76
5000700,#ORD5000700,user278@example.com,,cust9677466102,paid,fulfilled,USD,59.64,48.97,0.0,3.92,6.75,0.0,59.64,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,organic,camp_7,,,,,2023-01-26 01:37:42,2023-01-26 01:37:42,2023-01-26 01:37:42,2023-01-26 01:37:42,1,47.71
5000701,#ORD5000701,user278@example.com,,cust9677466102,paid,fulfilled,USD,33.52,23.98,2.4,1.73,10.21,0.0,33.52,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,cpc,camp_18,,,,,2024-08-15 08:50:56,2024-08-15 08:50:56,2024-08-15 08:50:56,2024-08-15 08:50:56,2,53.63
5000702,#ORD5000702,user278@example.com,,cust9677466102,paid,fulfilled,USD,12.63,12.99,1.3,0.94,0.0,0.0,12.63,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,social,camp_15,,,,,2024-11-24 05:20:18,2024-11-24 05:20:18,2024-11-24 05:20:18,2024-11-24 05:20:18,3,30.31
5000703,#ORD5000703,user279@example.com,,cust1654477195,paid,fulfilled,USD,36.17,27.98,0.0,2.24,5.95,0.0,36.17,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,organic,camp_6,,,,,2023-07-17 06:06:49,2023-07-17 06:06:49,2023-07-17 06:06:49,2023-07-17 06:06:49,1,28.94
5000704,#ORD5000704,user279@example.com,,cust1654477195,refunded,fulfilled,USD,81.87,76.95,7.69,5.54,7.07,0.0,81.87,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_3,,,,,2024-02-24 10:56:22,2024-02-24 10:56:22,2024-02-24 10:56:22,2024-02-24 10:56:22,2,130.99
5000705,#ORD5000705,user279@example.com,,cust1654477195,paid,fulfilled,USD,103.62,95.94,0.0,7.68,0.0,0.0,103.62,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,cpc,camp_19,,,,,2024-04-08 18:54:27,2024-04-08 18:54:27,2024-04-08 18:54:27,2024-04-08 18:54:27,3,248.69
5000706,#ORD5000706,user279@example.com,,cust1654477195,paid,fulfilled,USD,82.24,69.96,0.0,5.6,6.68,0.0,82.24,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://google.com,google,,camp_15,,,,,2024-04-08 19:27:07,2024-04-08 19:27:07,2024-04-08 19:27:07,2024-04-08 19:27:07,4,263.17
5000707,#ORD5000707,user279@example.com,,cust1654477195,refunded,fulfilled,USD,32.66,27.98,2.8,2.01,5.47,0.0,32.66,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://email.com,email,,camp_2,,,,,2024-11-01 11:10:47,2024-11-01 11:10:47,2024-11-01 11:10:47,2024-11-01 11:10:47,5,130.64
5000708,#ORD5000708,user279@example.com,,cust1654477195,refunded,fulfilled,USD,52.27,42.97,0.0,3.44,5.86,0.0,52.27,{},{},US,US,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,organic,camp_3,,,,,2025-01-12 19:54:32,2025-01-12 19:54:32,2025-01-12 19:54:32,2025-01-12 19:54:32,6,250.9
5000709,#ORD5000709,user280@example.com,,cust5837082260,paid,fulfilled,USD,55.05,50.97,0.0,4.08,0.0,0.0,55.05,{},{},CA,CA,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_9,,,,,2023-04-21 12:53:36,2023-04-21 12:53:36,2023-04-21 12:53:36,2023-04-21 12:53:36,1,44.04
5000710,#ORD5000710,user280@example.com,,cust5837082260,paid,fulfilled,USD,80.76,62.96,0.0,5.04,12.76,0.0,80.76,{},{},CA,CA,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,,camp_10,,,,,2024-02-03 19:19:11,2024-02-03 19:19:11,2024-02-03 19:19:11,2024-02-03 19:19:11,2,129.22
5000711,#ORD5000711,user280@example.com,,cust5837082260,paid,fulfilled,USD,41.85,29.98,0.0,2.4,9.47,0.0,41.85,{},{},CA,CA,[],[],[],[],[],,,web,/collections/all,https://google.com,google,organic,camp_8,,,,,2024-11-03 09:21:23,2024-11-03 09:21:23,2024-11-03 09:21:23,2024-11-03 09:21:23,3,100.44
5000712,#ORD5000712,user281@example.com,,cust3875303857,paid,fulfilled,USD,63.57,50.97,0.0,4.08,8.52,0.0,63.57,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,organic,camp_14,,,,,2024-10-11 10:28:59,2024-10-11 10:28:59,2024-10-11 10:28:59,2024-10-11 10:28:59,1,50.86
5000713,#ORD5000713,user281@example.com,,cust3875303857,paid,fulfilled,USD,41.98,27.98,0.0,2.24,11.76,0.0,41.98,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_14,,,,,2025-01-11 12:33:34,2025-01-11 12:33:34,2025-01-11 12:33:34,2025-01-11 12:33:34,2,67.17
5000714,#ORD5000714,user282@example.com,,cust6231117883,paid,fulfilled,USD,90.66,83.94,0.0,6.72,0.0,0.0,90.66,{},{},AU,AU,[],[],[],[],[],,,web,/collections/all,https://google.com,google,cpc,camp_20,,,,,2023-07-01 09:43:24,2023-07-01 09:43:24,2023-07-01 09:43:24,2023-07-01 09:43:24,1,72.53
5000715,#ORD5000715,user282@example.com,,cust6231117883,paid,fulfilled,USD,155.46,143.94,0.0,11.52,0.0,0.0,155.46,{},{},AU,AU,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_7,,,,,2024-05-09 20:44:09,2024-05-09 20:44:09,2024-05-09 20:44:09,2024-05-09 20:44:09,2,248.74
5000716,#ORD5000716,user282@example.com,,cust6231117883,paid,fulfilled,USD,28.87,17.99,0.0,1.44,9.44,0.0,28.87,{},{},AU,AU,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,,camp_19,,,,,2024-11-26 03:59:47,2024-11-26 03:59:47,2024-11-26 03:59:47,2024-11-26 03:59:47,3,69.29
5000717,#ORD5000717,user283@example.com,,cust8299146480,paid,fulfilled,USD,145.53,139.94,13.99,10.08,9.5,0.0,145.53,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,cpc,camp_13,,,,,2023-02-05 11:56:18,2023-02-05 11:56:18,2023-02-05 11:56:18,2023-02-05 11:56:18,1,116.42
5000718,#ORD5000718,user283@example.com,,cust8299146480,paid,fulfilled,USD,75.27,58.96,0.0,4.72,11.59,0.0,75.27,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,email,camp_7,,,,,2023-09-02 19:25:08,2023-09-02 19:25:08,2023-09-02 19:25:08,2023-09-02 19:25:08,2,120.43
5000719,#ORD5000719,user283@example.com,,cust8299146480,pending,fulfilled,USD,33.46,30.98,0.0,2.48,0.0,0.0,33.46,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://affiliate.com,affiliate,,camp_5,,,,,2023-12-31 16:18:38,2023-12-31 16:18:38,2023-12-31 16:18:38,2023-12-31 16:18:38,3,80.3
5000720,#ORD5000720,user283@example.com,,cust8299146480,paid,fulfilled,USD,57.02,44.97,0.0,3.6,8.45,0.0,57.02,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://direct.com,direct,,camp_9,,,,,2024-09-18 04:01:21,2024-09-18 04:01:21,2024-09-18 04:01:21,2024-09-18 04:01:21,4,182.46
5000721,#ORD5000721,user283@example.com,,cust8299146480,paid,fulfilled,USD,39.82,29.98,0.0,2.4,7.44,0.0,39.82,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://meta.com,meta,social,camp_2,,,,,2024-09-28 12:31:32,2024-09-28 12:31:32,2024-09-28 12:31:32,2024-09-28 12:31:32,5,159.28
5000722,#ORD5000722,user283@example.com,,cust8299146480,refunded,fulfilled,USD,21.88,12.99,0.0,1.04,7.85,0.0,21.88,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://influencer.com,influencer,social,camp_12,,,,,2024-10-24 08:33:38,2024-10-24 08:33:38,2024-10-24 08:33:38,2024-10-24 08:33:38,6,105.02
5000723,#ORD5000723,user284@example.com,,cust8588769565,paid,fulfilled,USD,103.6,84.95,0.0,6.8,11.85,0.0,103.6,{},{},GB,GB,[],[],[],[],[],,,web,/collections/all,https://organic.com,organic,organic,camp_20,,,,,2024-10-21 11:12:00,2024-10-21 11:12:00,2024-10-21 11:12:00,2024-10-21 11:12:00,1,82.88
